customer_id,tenure_months,monthly_charges,total_charges,contract_type,internet_service,payment_method,support_tickets,late_payments,complaints_last_6_months,products_used,avg_session_minutes,auto_pay,senior_citizen,churn
CUST-00536,12,94.64,1204.07,Month-to-month,Fiber optic,Credit card,0,1,1,1,33.2,No,No,1
CUST-00537,33,57.96,1768.06,Month-to-month,DSL,Credit card,0,0,0,3,36.8,Yes,No,0
CUST-00538,9,61.38,483.2,Month-to-month,No internet,Credit card,1,0,0,3,47.3,Yes,No,0
CUST-00539,39,60.56,2134.78,Two year,No internet,Electronic check,0,0,0,1,39.6,Yes,No,0
CUST-00540,2,62.56,203.67,Month-to-month,DSL,Electronic check,0,0,1,3,47.2,No,No,1
CUST-00541,52,99.18,4954.67,Month-to-month,No internet,Electronic check,2,0,0,1,32.0,No,No,0
CUST-00542,4,88.83,211.31,One year,DSL,Bank transfer,2,1,1,4,43.6,Yes,No,1
CUST-00543,15,112.62,1553.99,Month-to-month,Fiber optic,Electronic check,2,0,0,3,39.2,No,No,1
CUST-00544,13,124.89,1608.12,One year,DSL,Credit card,3,1,2,1,17.2,Yes,No,1
CUST-00545,60,52.32,3120.09,Two year,Fiber optic,Credit card,2,0,0,1,45.2,Yes,No,0
CUST-00546,4,76.55,403.63,One year,Fiber optic,Credit card,0,0,2,4,39.4,Yes,No,0
CUST-00547,31,49.12,1510.17,Two year,Fiber optic,Bank transfer,0,1,0,5,27.3,No,Yes,0
CUST-00548,43,57.89,2605.16,Month-to-month,Fiber optic,Bank transfer,2,2,0,5,31.6,Yes,No,1
CUST-00549,38,61.14,2368.84,Two year,No internet,Electronic check,2,3,0,3,32.0,No,No,1
CUST-00550,50,51.74,2473.54,Month-to-month,No internet,Bank transfer,0,1,0,3,34.3,Yes,No,0
CUST-00551,58,51.86,2927.82,Month-to-month,Fiber optic,Credit card,0,2,2,5,64.4,No,Yes,0
CUST-00552,29,71.83,2264.34,One year,DSL,Electronic check,1,0,0,5,69.4,No,Yes,0
CUST-00553,60,48.23,3041.09,Month-to-month,Fiber optic,Bank transfer,0,0,0,5,3.0,Yes,Yes,0
CUST-00554,23,93.53,2250.08,Two year,Fiber optic,Bank transfer,2,2,1,2,45.3,Yes,Yes,0
CUST-00555,71,54.81,4006.17,One year,Fiber optic,Electronic check,3,1,0,3,52.3,No,Yes,0
CUST-00556,37,136.81,5117.79,Two year,Fiber optic,Mailed check,0,1,0,1,34.8,Yes,No,1
CUST-00557,53,65.07,3488.92,Month-to-month,Fiber optic,Credit card,0,0,0,1,51.9,Yes,No,0
CUST-00558,64,76.58,4907.09,Month-to-month,Fiber optic,Credit card,0,0,0,2,62.8,No,No,0
CUST-00559,58,46.5,2900.86,One year,Fiber optic,Electronic check,2,0,0,5,17.4,Yes,No,0
CUST-00560,62,112.53,6921.1,Month-to-month,Fiber optic,Electronic check,1,0,1,3,40.0,No,No,0
CUST-00561,39,99.63,3914.41,Month-to-month,No internet,Credit card,0,1,0,3,67.4,Yes,No,0
CUST-00562,4,81.53,121.13,One year,Fiber optic,Credit card,0,1,0,5,19.4,Yes,No,0
CUST-00563,36,45.37,1461.63,Two year,Fiber optic,Credit card,1,1,0,3,36.3,No,No,0
CUST-00564,14,79.63,1332.64,One year,DSL,Bank transfer,1,1,0,2,31.3,No,No,0
CUST-00565,65,50.33,3345.46,Month-to-month,Fiber optic,Electronic check,1,0,0,4,53.8,Yes,No,0
CUST-00566,18,107.17,1903.54,Month-to-month,DSL,Bank transfer,1,0,0,2,55.9,Yes,No,0
CUST-00567,17,92.8,1587.0,One year,Fiber optic,Bank transfer,1,0,0,2,40.4,Yes,No,0
CUST-00568,18,77.1,1224.83,Month-to-month,DSL,Bank transfer,0,0,1,5,38.5,Yes,No,1
CUST-00569,47,21.4,954.43,Month-to-month,DSL,Bank transfer,1,0,0,3,12.2,No,No,0
CUST-00570,42,53.36,2066.14,Month-to-month,DSL,Bank transfer,1,0,3,2,59.3,Yes,No,0
CUST-00571,69,90.13,6183.53,Month-to-month,DSL,Electronic check,1,1,1,5,32.7,Yes,No,1
CUST-00572,30,101.68,3132.04,Month-to-month,Fiber optic,Bank transfer,3,0,1,4,35.9,Yes,No,1
CUST-00573,21,99.4,2141.8,Month-to-month,Fiber optic,Mailed check,1,0,0,4,52.6,Yes,Yes,0
CUST-00574,4,39.98,350.61,One year,Fiber optic,Credit card,1,0,2,2,41.0,No,Yes,1
CUST-00575,1,81.63,117.0,Month-to-month,DSL,Electronic check,2,0,0,4,53.1,Yes,No,1
CUST-00576,27,97.34,2330.76,One year,Fiber optic,Mailed check,0,1,1,5,47.1,Yes,No,0
CUST-00577,67,38.52,2814.92,Month-to-month,Fiber optic,Electronic check,1,0,1,1,41.1,Yes,No,0
CUST-00578,38,74.83,2742.66,Two year,DSL,Electronic check,1,0,2,1,42.7,Yes,No,0
CUST-00579,65,81.02,5285.75,Month-to-month,Fiber optic,Electronic check,2,0,2,3,21.2,Yes,No,0
CUST-00580,8,68.38,559.26,Month-to-month,Fiber optic,Credit card,0,1,0,4,35.8,No,No,1
CUST-00581,7,34.25,268.66,Month-to-month,DSL,Credit card,1,1,0,1,54.3,Yes,No,0
CUST-00582,61,67.83,4143.4,Month-to-month,Fiber optic,Credit card,0,0,1,3,24.5,Yes,No,0
CUST-00583,8,67.8,550.28,Month-to-month,DSL,Mailed check,0,0,0,1,27.3,Yes,No,0
CUST-00584,4,71.74,128.36,Two year,No internet,Credit card,1,1,0,5,24.8,No,No,0
CUST-00585,30,62.6,2188.44,Two year,No internet,Credit card,2,0,0,4,40.3,Yes,No,0
CUST-00586,67,65.25,4449.92,Month-to-month,Fiber optic,Bank transfer,1,1,0,5,59.0,Yes,No,0
CUST-00587,50,74.13,3712.73,Month-to-month,Fiber optic,Bank transfer,3,0,1,2,46.2,Yes,Yes,0
CUST-00588,8,84.73,898.86,One year,DSL,Electronic check,1,0,1,4,5.3,Yes,Yes,1
CUST-00589,61,68.3,4037.67,One year,DSL,Electronic check,1,0,1,2,47.7,Yes,No,0
CUST-00590,61,65.99,4129.6,Month-to-month,DSL,Credit card,2,1,1,1,31.4,No,No,0
CUST-00591,58,77.03,4401.12,One year,Fiber optic,Bank transfer,1,0,0,3,45.6,Yes,No,0
CUST-00592,65,32.74,2176.38,Month-to-month,Fiber optic,Credit card,0,0,0,3,35.8,No,No,0
CUST-00593,18,85.49,1589.75,One year,Fiber optic,Electronic check,2,1,0,3,25.1,Yes,No,0
CUST-00594,71,74.99,5043.91,Month-to-month,Fiber optic,Bank transfer,1,0,1,5,36.9,No,No,1
CUST-00595,24,75.87,1649.08,Month-to-month,Fiber optic,Bank transfer,1,1,2,2,31.4,Yes,No,1
CUST-00596,58,96.14,5766.49,Month-to-month,No internet,Credit card,4,1,2,4,42.6,Yes,No,1
CUST-00597,42,32.04,1315.42,One year,Fiber optic,Bank transfer,3,0,0,1,24.7,No,No,0
CUST-00598,57,31.58,2040.25,Month-to-month,DSL,Bank transfer,1,2,1,5,21.1,Yes,No,0
CUST-00599,46,81.02,3884.14,One year,No internet,Bank transfer,3,0,1,3,49.0,Yes,No,0
CUST-00600,47,74.84,3491.05,One year,Fiber optic,Bank transfer,0,1,0,4,54.6,No,No,0
CUST-00601,45,78.74,3506.28,One year,DSL,Bank transfer,3,0,2,2,46.7,No,No,1
CUST-00602,57,64.83,3893.12,Month-to-month,DSL,Credit card,2,0,0,2,28.3,No,No,0
CUST-00603,54,89.62,5091.84,Month-to-month,Fiber optic,Credit card,0,1,0,5,26.9,Yes,No,0
CUST-00604,10,95.52,920.81,Month-to-month,Fiber optic,Bank transfer,1,1,2,1,27.8,No,No,1
CUST-00605,60,85.65,5323.58,One year,DSL,Credit card,2,1,1,3,51.4,No,No,0
CUST-00606,39,69.26,2824.74,Two year,DSL,Credit card,0,0,1,2,25.6,No,No,0
CUST-00607,24,28.63,831.43,Month-to-month,DSL,Electronic check,4,1,1,2,51.3,No,No,1
CUST-00608,38,91.92,3505.1,Two year,No internet,Bank transfer,2,0,1,4,47.6,No,No,0
CUST-00609,70,101.88,7050.91,Month-to-month,Fiber optic,Credit card,0,0,0,4,56.6,No,No,0
CUST-00610,62,89.18,5402.64,Month-to-month,DSL,Electronic check,0,0,0,3,53.9,Yes,No,0
CUST-00611,61,55.65,3238.14,Month-to-month,DSL,Electronic check,1,1,1,4,46.1,Yes,No,1
CUST-00612,34,89.82,3283.19,One year,DSL,Electronic check,3,1,1,1,16.0,Yes,No,0
CUST-00613,57,93.93,5355.32,Month-to-month,DSL,Mailed check,1,0,0,2,47.2,Yes,No,0
CUST-00614,28,109.29,2922.75,Month-to-month,DSL,Bank transfer,2,1,1,4,39.7,No,No,0
CUST-00615,50,55.73,2906.79,One year,No internet,Credit card,1,2,0,4,32.4,Yes,No,0
CUST-00616,47,70.02,3233.48,Month-to-month,Fiber optic,Credit card,1,0,2,1,58.4,Yes,No,0
CUST-00617,18,91.44,1567.8,Month-to-month,DSL,Bank transfer,2,0,0,5,35.7,No,No,0
CUST-00618,20,76.26,1773.36,Month-to-month,Fiber optic,Credit card,1,1,1,3,30.1,No,No,1
CUST-00619,5,50.42,92.42,Month-to-month,DSL,Mailed check,1,2,1,2,54.9,Yes,No,1
CUST-00620,11,84.12,953.53,Month-to-month,DSL,Electronic check,1,1,0,3,31.9,Yes,No,0
CUST-00621,32,87.73,2736.45,Month-to-month,DSL,Electronic check,1,0,0,2,29.3,Yes,No,0
CUST-00622,35,76.94,2602.84,One year,Fiber optic,Credit card,1,0,1,3,21.1,Yes,No,0
CUST-00623,12,79.83,782.3,Month-to-month,DSL,Electronic check,2,1,0,1,25.7,Yes,No,1
CUST-00624,31,69.31,2155.76,One year,Fiber optic,Credit card,2,1,0,1,27.0,Yes,No,0
CUST-00625,44,107.52,4626.01,Month-to-month,Fiber optic,Bank transfer,1,0,0,5,47.3,No,Yes,0
CUST-00626,17,55.18,1009.03,Month-to-month,Fiber optic,Electronic check,1,2,1,4,22.7,Yes,No,1
CUST-00627,25,62.08,1546.36,Month-to-month,No internet,Credit card,1,0,2,2,10.1,Yes,No,1
CUST-00628,27,75.24,1993.96,Month-to-month,Fiber optic,Bank transfer,1,0,1,5,42.5,No,No,0
CUST-00629,37,94.34,3386.35,Month-to-month,No internet,Bank transfer,1,0,0,4,28.5,Yes,No,0
CUST-00630,27,42.06,1307.3,Month-to-month,Fiber optic,Credit card,1,1,0,4,37.8,Yes,No,1
CUST-00631,54,46.17,2581.46,Two year,DSL,Electronic check,0,0,2,4,57.2,Yes,No,0
CUST-00632,24,30.17,642.32,Two year,DSL,Credit card,0,1,3,5,39.1,Yes,No,0
CUST-00633,32,75.72,2259.94,Month-to-month,DSL,Credit card,1,1,2,5,60.6,Yes,No,1
CUST-00634,28,50.4,1184.64,One year,DSL,Bank transfer,2,0,0,2,37.0,Yes,No,0
CUST-00635,14,66.54,1068.04,One year,DSL,Credit card,0,0,2,4,53.1,Yes,No,0
CUST-00636,50,89.55,4586.6,Two year,No internet,Electronic check,0,0,1,1,29.8,No,No,0
CUST-00637,17,60.89,1160.72,Month-to-month,DSL,Bank transfer,0,1,1,3,39.6,No,No,0
CUST-00638,22,80.09,1747.55,Month-to-month,Fiber optic,Credit card,2,0,0,1,24.0,Yes,No,1
CUST-00639,58,68.41,4064.5,Month-to-month,Fiber optic,Electronic check,0,0,0,1,25.8,No,No,0
CUST-00640,69,89.79,6318.77,Month-to-month,DSL,Credit card,1,0,0,4,34.6,Yes,No,0
CUST-00641,49,85.45,4178.67,Month-to-month,DSL,Mailed check,2,0,0,2,18.1,Yes,Yes,0
CUST-00642,66,59.78,3902.5,Two year,DSL,Bank transfer,2,0,0,1,40.4,Yes,Yes,0
CUST-00643,62,71.29,4302.83,Two year,DSL,Electronic check,3,0,0,5,33.5,Yes,No,0
CUST-00644,35,97.96,3479.74,Month-to-month,Fiber optic,Bank transfer,3,1,1,5,41.5,Yes,No,1
CUST-00645,56,83.65,4751.51,Month-to-month,DSL,Electronic check,1,1,0,2,18.3,No,Yes,0
CUST-00646,24,44.27,1013.7,Month-to-month,DSL,Credit card,0,1,0,3,48.5,Yes,Yes,0
CUST-00647,34,89.42,3005.63,Month-to-month,DSL,Credit card,1,0,0,2,63.5,Yes,No,1
CUST-00648,39,51.14,1968.38,One year,DSL,Electronic check,1,0,0,5,60.3,Yes,No,0
CUST-00649,70,106.08,7520.55,Month-to-month,No internet,Electronic check,2,0,1,4,66.6,No,No,0
CUST-00650,62,97.53,5881.94,Two year,DSL,Mailed check,0,0,0,3,38.6,Yes,No,0
CUST-00651,36,81.38,2797.05,Two year,No internet,Electronic check,2,0,0,5,32.7,No,No,0
CUST-00652,47,78.46,3557.33,One year,Fiber optic,Bank transfer,0,1,0,4,45.3,Yes,No,0
CUST-00653,15,70.4,1038.18,One year,DSL,Bank transfer,0,1,2,1,34.4,No,Yes,0
CUST-00654,58,89.93,5253.77,Month-to-month,DSL,Credit card,0,0,0,3,11.9,Yes,No,0
CUST-00655,40,66.84,2545.33,Month-to-month,Fiber optic,Electronic check,0,0,1,5,50.3,Yes,No,0
CUST-00656,39,80.18,3236.1,Month-to-month,Fiber optic,Electronic check,1,0,0,3,34.5,Yes,No,0
CUST-00657,56,94.18,5449.6,One year,DSL,Electronic check,0,1,1,1,16.0,Yes,No,0
CUST-00658,46,62.64,2931.1,Month-to-month,Fiber optic,Credit card,2,1,0,4,30.4,Yes,No,0
CUST-00659,6,61.44,503.37,Two year,No internet,Mailed check,2,0,1,3,34.8,Yes,No,0
CUST-00660,21,48.72,913.3,Month-to-month,Fiber optic,Bank transfer,0,0,0,2,38.2,No,No,1
CUST-00661,13,51.58,563.58,Month-to-month,Fiber optic,Electronic check,3,1,1,5,38.4,Yes,No,0
CUST-00662,53,34.78,1905.09,Month-to-month,DSL,Electronic check,2,1,1,5,58.5,Yes,No,0
CUST-00663,3,91.06,268.57,Two year,Fiber optic,Electronic check,1,0,1,3,18.7,No,No,1
CUST-00664,15,114.8,1614.81,Month-to-month,Fiber optic,Mailed check,0,1,0,4,35.7,No,No,1
CUST-00665,44,106.36,4850.85,Month-to-month,DSL,Electronic check,2,1,0,2,24.8,No,Yes,0
CUST-00666,51,39.23,2036.58,Month-to-month,DSL,Electronic check,1,1,1,4,56.8,Yes,No,0
CUST-00667,37,90.95,3449.41,One year,Fiber optic,Credit card,1,1,1,5,29.6,Yes,No,1
CUST-00668,62,106.29,6509.07,Two year,DSL,Credit card,1,1,0,2,32.8,No,No,0
CUST-00669,67,64.95,4553.24,Month-to-month,DSL,Electronic check,1,2,1,5,53.7,No,No,0
CUST-00670,10,77.23,753.59,Two year,DSL,Bank transfer,2,0,0,1,57.9,No,No,0
CUST-00671,69,30.83,2249.56,Month-to-month,Fiber optic,Electronic check,0,0,0,3,60.1,No,No,0
CUST-00672,45,80.87,3569.21,One year,Fiber optic,Electronic check,1,1,2,1,13.4,No,No,1
CUST-00673,46,51.6,2393.84,Month-to-month,No internet,Electronic check,2,0,0,3,45.2,No,No,0
CUST-00674,7,79.39,622.67,Month-to-month,DSL,Electronic check,2,0,0,4,42.1,Yes,No,1
CUST-00675,45,40.65,2068.7,One year,Fiber optic,Mailed check,0,0,0,5,37.2,Yes,No,0
CUST-00676,53,86.94,4555.05,Month-to-month,DSL,Credit card,1,0,0,1,39.0,No,No,1
CUST-00677,42,97.54,4120.99,Month-to-month,Fiber optic,Bank transfer,0,1,1,5,57.3,No,No,0
CUST-00678,7,57.77,475.41,Two year,DSL,Electronic check,1,0,0,5,53.6,Yes,No,0
CUST-00679,38,49.99,1729.84,Two year,DSL,Bank transfer,1,1,0,1,51.5,Yes,No,0
CUST-00680,68,27.57,1613.84,Month-to-month,No internet,Mailed check,1,1,0,5,41.1,No,No,0
CUST-00681,53,69.14,3544.92,One year,No internet,Electronic check,1,0,0,5,72.1,Yes,No,0
CUST-00682,10,62.2,738.06,One year,Fiber optic,Mailed check,2,0,0,1,32.0,No,No,0
CUST-00683,70,40.88,3067.57,Month-to-month,DSL,Credit card,2,0,0,1,13.8,Yes,Yes,0
CUST-00684,70,84.97,5837.14,Two year,Fiber optic,Bank transfer,1,1,1,4,34.0,Yes,No,0
CUST-00685,13,65.1,700.29,Month-to-month,DSL,Electronic check,3,0,0,3,38.9,No,No,1
CUST-00686,58,51.33,3161.31,One year,DSL,Credit card,1,0,1,2,57.5,No,No,0
CUST-00687,30,62.8,1816.15,Month-to-month,Fiber optic,Credit card,1,0,0,3,30.3,Yes,No,1
CUST-00688,43,98.57,4193.9,Month-to-month,Fiber optic,Mailed check,0,1,1,2,45.4,Yes,No,0
CUST-00689,33,88.26,3087.68,Month-to-month,Fiber optic,Mailed check,2,0,0,5,15.8,Yes,No,0
CUST-00690,57,72.14,4267.34,Month-to-month,Fiber optic,Credit card,3,0,1,2,54.2,Yes,Yes,0
CUST-00691,72,88.62,6492.73,Two year,Fiber optic,Mailed check,0,1,1,1,39.0,No,Yes,0
CUST-00692,58,49.46,2663.3,Two year,No internet,Bank transfer,0,0,0,5,33.8,Yes,No,0
CUST-00693,68,75.71,4997.27,Month-to-month,DSL,Credit card,1,1,0,5,70.0,No,No,0
CUST-00694,69,78.24,5533.02,Month-to-month,DSL,Electronic check,3,1,0,5,54.0,No,No,0
CUST-00695,7,64.66,490.77,Month-to-month,DSL,Electronic check,2,1,0,5,22.4,Yes,Yes,1
CUST-00696,19,84.58,1513.69,Month-to-month,DSL,Electronic check,0,0,0,1,36.4,Yes,No,0
CUST-00697,52,57.83,2965.81,Month-to-month,Fiber optic,Electronic check,0,0,0,4,79.0,No,No,0
CUST-00698,43,86.22,3840.78,Two year,No internet,Mailed check,2,0,0,2,67.7,Yes,No,0
CUST-00699,4,87.14,531.87,One year,DSL,Electronic check,0,1,0,3,51.8,No,No,0
CUST-00700,7,20.0,139.28,Month-to-month,DSL,Bank transfer,1,0,0,3,10.3,Yes,No,0
CUST-00701,38,101.19,3762.79,Month-to-month,No internet,Credit card,0,1,1,5,58.0,Yes,No,0
CUST-00702,45,20.0,866.94,One year,DSL,Credit card,0,1,1,3,28.5,Yes,No,0
CUST-00703,13,61.45,960.02,Month-to-month,DSL,Electronic check,4,0,0,2,57.9,Yes,No,1
CUST-00704,13,97.56,1427.1,Month-to-month,No internet,Credit card,1,1,2,1,27.2,No,No,1
CUST-00705,10,68.02,703.51,Month-to-month,Fiber optic,Credit card,1,1,0,3,45.3,Yes,Yes,1
CUST-00706,41,42.74,1688.8,Month-to-month,DSL,Credit card,0,0,1,5,28.4,Yes,Yes,0
CUST-00707,1,50.94,180.87,Month-to-month,Fiber optic,Electronic check,0,1,0,4,32.6,Yes,No,1
CUST-00708,42,97.59,4293.53,One year,Fiber optic,Bank transfer,0,0,0,5,47.3,Yes,Yes,0
CUST-00709,35,32.73,971.13,Month-to-month,DSL,Electronic check,0,0,0,1,18.2,No,No,0
CUST-00710,34,99.84,3366.67,One year,Fiber optic,Credit card,1,1,1,3,73.6,No,No,1
CUST-00711,49,73.79,3754.43,Month-to-month,No internet,Credit card,2,2,0,4,22.6,No,No,0
CUST-00712,38,48.77,1862.1,Two year,Fiber optic,Electronic check,2,0,0,5,21.8,No,No,0
CUST-00713,53,62.17,3236.38,Month-to-month,DSL,Bank transfer,0,0,0,2,47.4,Yes,Yes,0
CUST-00714,56,52.62,2968.94,Month-to-month,Fiber optic,Electronic check,1,0,2,4,57.4,Yes,No,0
CUST-00715,67,94.06,6346.5,Month-to-month,No internet,Mailed check,1,0,1,2,33.1,Yes,No,0
CUST-00716,58,91.11,5149.16,Month-to-month,Fiber optic,Bank transfer,3,1,1,3,21.9,No,No,0
CUST-00717,38,37.18,1423.74,Month-to-month,Fiber optic,Electronic check,0,0,0,4,24.2,Yes,No,1
CUST-00718,36,66.12,2424.4,One year,Fiber optic,Electronic check,2,0,0,5,22.5,No,No,1
CUST-00719,17,56.01,893.27,Month-to-month,DSL,Electronic check,0,0,1,3,42.6,Yes,No,0
CUST-00720,44,103.46,4458.7,Month-to-month,No internet,Mailed check,2,0,0,3,37.0,Yes,No,1
CUST-00721,11,45.3,433.75,Month-to-month,No internet,Credit card,1,0,2,5,44.4,Yes,No,0
CUST-00722,68,110.29,7383.21,One year,Fiber optic,Electronic check,0,0,0,3,43.5,No,No,1
CUST-00723,61,74.27,4632.54,Two year,DSL,Credit card,2,0,1,2,50.4,Yes,No,0
CUST-00724,9,49.44,326.92,One year,Fiber optic,Electronic check,1,1,0,2,31.9,No,No,0
CUST-00725,57,60.1,3448.39,One year,DSL,Credit card,0,1,0,4,26.9,No,No,0
CUST-00726,9,57.36,471.34,One year,DSL,Credit card,1,0,0,4,40.3,Yes,Yes,0
CUST-00727,52,46.96,2357.18,One year,Fiber optic,Electronic check,0,0,1,3,37.2,No,No,0
CUST-00728,7,77.09,704.19,Month-to-month,DSL,Bank transfer,1,1,0,1,41.8,Yes,No,0
CUST-00729,36,47.99,1711.95,One year,No internet,Electronic check,2,0,2,1,27.3,No,No,0
CUST-00730,48,27.03,1217.11,One year,Fiber optic,Credit card,1,2,0,2,47.6,Yes,No,0
CUST-00731,53,66.65,3440.64,Month-to-month,Fiber optic,Credit card,0,1,0,1,20.3,No,No,0
CUST-00732,31,35.34,1136.23,One year,Fiber optic,Mailed check,1,0,0,3,31.4,Yes,No,0
CUST-00733,67,58.45,4015.34,Month-to-month,Fiber optic,Credit card,3,0,1,3,54.9,Yes,No,1
CUST-00734,56,55.0,3232.49,Month-to-month,Fiber optic,Mailed check,0,1,0,2,21.0,No,No,0
CUST-00735,15,55.83,817.33,Month-to-month,DSL,Electronic check,2,1,0,5,53.8,Yes,No,0
CUST-00736,49,119.02,5804.65,One year,Fiber optic,Bank transfer,1,0,0,2,16.9,No,No,0
CUST-00737,53,76.24,4056.43,Two year,DSL,Electronic check,0,1,0,5,14.2,Yes,No,0
CUST-00738,25,80.4,2030.05,Month-to-month,No internet,Bank transfer,2,2,0,1,15.6,Yes,No,1
CUST-00739,54,35.92,1847.03,Month-to-month,No internet,Electronic check,2,0,0,4,39.8,Yes,No,0
CUST-00740,65,60.61,4115.14,Month-to-month,DSL,Mailed check,0,1,2,5,48.9,No,No,0
CUST-00741,59,79.74,4707.33,Month-to-month,Fiber optic,Mailed check,3,0,0,5,57.4,Yes,Yes,0
CUST-00742,55,52.46,2949.47,Two year,Fiber optic,Credit card,3,0,0,3,56.2,Yes,No,0
CUST-00743,46,94.98,4420.01,Month-to-month,Fiber optic,Credit card,0,0,0,2,50.9,Yes,Yes,0
CUST-00744,20,48.54,1019.27,Month-to-month,No internet,Credit card,1,0,1,2,25.5,Yes,No,0
CUST-00745,58,68.7,3864.11,Month-to-month,No internet,Electronic check,0,0,1,3,25.4,No,No,0
CUST-00746,27,62.11,1676.2,Two year,Fiber optic,Bank transfer,1,0,2,5,49.8,No,No,0
CUST-00747,39,78.62,3339.87,Month-to-month,Fiber optic,Bank transfer,3,2,1,2,59.3,Yes,Yes,1
CUST-00748,23,60.91,1591.39,One year,DSL,Credit card,3,1,0,5,22.5,Yes,No,0
CUST-00749,23,69.04,1606.76,Month-to-month,Fiber optic,Electronic check,0,0,0,5,57.4,Yes,Yes,0
CUST-00750,12,69.81,793.7,Month-to-month,No internet,Mailed check,1,1,2,1,9.2,No,No,1
CUST-00751,70,58.84,3852.67,One year,Fiber optic,Electronic check,1,1,1,5,43.8,No,Yes,0
CUST-00752,11,85.67,882.69,Month-to-month,Fiber optic,Credit card,0,0,0,3,36.4,Yes,No,0
CUST-00753,7,80.24,552.27,One year,Fiber optic,Electronic check,2,0,1,4,34.9,No,Yes,1
CUST-00754,68,73.05,4929.32,Month-to-month,Fiber optic,Electronic check,3,1,0,2,38.5,Yes,No,0
CUST-00755,40,65.53,2591.48,One year,Fiber optic,Electronic check,1,0,1,2,25.2,Yes,No,0
CUST-00756,32,92.52,3035.33,One year,No internet,Electronic check,1,0,0,3,44.7,Yes,No,0
CUST-00757,54,69.81,3649.7,One year,Fiber optic,Credit card,2,1,0,1,38.9,Yes,Yes,0
CUST-00758,28,68.25,1943.72,Month-to-month,DSL,Credit card,2,1,0,4,52.0,Yes,No,1
CUST-00759,10,77.3,759.77,One year,Fiber optic,Bank transfer,0,0,2,4,61.9,Yes,Yes,1
CUST-00760,53,112.32,5847.08,Two year,Fiber optic,Bank transfer,1,0,2,1,39.9,Yes,No,0
CUST-00761,13,45.51,792.52,Month-to-month,Fiber optic,Electronic check,2,0,1,2,25.7,Yes,Yes,1
CUST-00762,40,91.94,3767.34,Month-to-month,Fiber optic,Electronic check,0,1,1,3,20.9,Yes,No,1
CUST-00763,69,33.35,2206.78,Two year,Fiber optic,Credit card,2,0,0,4,63.5,Yes,No,0
CUST-00764,68,79.78,5487.11,Month-to-month,Fiber optic,Credit card,0,0,0,2,61.6,No,No,0
CUST-00765,26,109.65,2684.16,One year,DSL,Credit card,3,0,0,5,51.3,Yes,No,0
CUST-00766,57,85.75,4808.13,One year,DSL,Electronic check,3,3,0,3,38.9,Yes,No,0
CUST-00767,45,78.75,3703.06,Month-to-month,No internet,Bank transfer,2,0,1,3,50.2,Yes,No,0
CUST-00768,35,62.67,2235.63,One year,Fiber optic,Electronic check,0,1,0,1,57.6,Yes,No,1
CUST-00769,11,75.68,865.02,One year,DSL,Credit card,1,1,1,4,28.7,Yes,No,0
CUST-00770,28,69.45,2063.04,Month-to-month,DSL,Electronic check,2,1,0,5,38.4,Yes,No,0
CUST-00771,47,57.71,2785.72,Two year,Fiber optic,Credit card,0,0,2,2,21.4,Yes,Yes,0
CUST-00772,72,68.62,4908.71,Month-to-month,Fiber optic,Credit card,0,1,0,3,36.1,Yes,No,0
CUST-00773,1,79.36,191.73,Month-to-month,DSL,Bank transfer,2,1,0,1,61.2,No,No,0
CUST-00774,52,58.12,2819.57,Two year,DSL,Electronic check,1,2,2,2,54.2,Yes,No,0
CUST-00775,61,57.26,3412.76,Month-to-month,Fiber optic,Credit card,0,0,1,1,40.0,Yes,No,0
CUST-00776,69,45.07,3098.2,Two year,Fiber optic,Electronic check,2,0,0,4,3.0,Yes,No,0
CUST-00777,31,83.6,2657.33,Month-to-month,No internet,Bank transfer,2,1,0,5,28.2,No,No,0
CUST-00778,9,87.0,744.0,Month-to-month,Fiber optic,Electronic check,1,0,0,1,39.5,No,No,1
CUST-00779,20,80.1,1387.91,Month-to-month,No internet,Electronic check,1,3,1,4,34.8,No,Yes,0
CUST-00780,62,96.23,5735.32,One year,DSL,Bank transfer,1,2,1,3,38.5,No,No,0
CUST-00781,64,76.93,4915.35,One year,DSL,Electronic check,2,1,1,4,41.6,Yes,No,0
CUST-00782,46,83.62,3789.19,Two year,DSL,Electronic check,1,2,1,3,30.0,Yes,No,0
CUST-00783,9,81.68,625.92,Two year,Fiber optic,Bank transfer,1,0,1,5,37.9,No,No,1
CUST-00784,9,72.99,527.64,One year,DSL,Bank transfer,2,0,0,1,35.8,Yes,No,1
CUST-00785,35,63.32,2232.25,One year,DSL,Bank transfer,1,0,1,1,27.5,No,No,0
CUST-00786,43,123.71,5475.8,Month-to-month,DSL,Electronic check,1,1,1,2,65.7,Yes,No,1
CUST-00787,3,65.06,211.24,Two year,Fiber optic,Credit card,2,0,2,4,30.9,Yes,No,0
CUST-00788,50,60.35,3175.37,One year,Fiber optic,Bank transfer,2,0,0,1,4.2,Yes,Yes,1
CUST-00789,40,84.55,3337.12,Two year,Fiber optic,Electronic check,0,1,0,1,64.7,Yes,No,0
CUST-00790,1,80.54,133.75,Month-to-month,Fiber optic,Bank transfer,0,0,1,4,25.3,No,Yes,1
CUST-00791,7,44.09,470.87,Month-to-month,DSL,Electronic check,2,0,1,3,51.5,Yes,No,0
CUST-00792,33,99.7,3271.16,One year,DSL,Mailed check,0,1,0,4,27.8,Yes,No,0
